"","Date","Count","Hour","Temp","Humidity","Wind_speed","Visibility","Dew_Point","Solar_Radiation","Rainfall","Snowfall","Seasons","Holiday","Functioning"
"253","4/2/2018",98,20,-8.2,28,3.5,2000,-23.5,0,0,0,"Winter","No Holiday","Yes"
"254","4/2/2018",103,10,-11.2,43,3.5,1359,-21.3,1.04,0,0,"Winter","No Holiday","Yes"
"255","4/2/2018",107,21,-8.9,35,3.2,2000,-21.6,0,0,0,"Winter","No Holiday","Yes"
"256","4/2/2018",115,11,-9.7,37,2.8,1436,-21.6,1.57,0,0,"Winter","No Holiday","Yes"
"257","4/2/2018",124,19,-7.7,31,3.3,2000,-21.9,0,0,0,"Winter","No Holiday","Yes"
"258","4/2/2018",152,13,-8.3,34,4,1561,-21.4,2.22,0,0,"Winter","No Holiday","Yes"
"259","4/2/2018",154,18,-7,26,4.1,2000,-23.3,0.16,0,0,"Winter","No Holiday","Yes"
"260","4/2/2018",165,12,-8.3,32,1.8,1295,-22.1,1.99,0,0,"Winter","No Holiday","Yes"
"261","4/2/2018",177,14,-7.4,33,4,1713,-20.9,2.17,0,0,"Winter","No Holiday","Yes"
"262","4/2/2018",181,16,-5.4,29,3.6,1979,-20.6,1.4,0,0,"Winter","No Holiday","Yes"
"263","4/2/2018",184,17,-5.9,27,3.6,1974,-21.9,0.81,0,0,"Winter","No Holiday","Yes"
"264","4/2/2018",190,15,-6.4,30,4.9,1939,-21.1,1.89,0,0,"Winter","No Holiday","Yes"
"265","4/12/2017",41,4,2.8,89,1.5,130,1.1,0,0,0,"Winter","No Holiday","Yes"
"266","4/12/2017",65,3,3.6,85,2.3,206,1.3,0,0,0,"Winter","No Holiday","Yes"
"267","4/12/2017",82,5,2,83,2.7,253,-0.5,0,0,0,"Winter","No Holiday","Yes"
"268","4/12/2017",112,2,4.4,87,1.8,207,2.4,0,0,0,"Winter","No Holiday","Yes"
"269","4/12/2017",186,1,4.3,87,0.5,221,2.3,0,0,0,"Winter","No Holiday","Yes"
"270","4/12/2017",200,6,1.2,76,3.7,371,-2.5,0,0.1,0,"Winter","No Holiday","Yes"
"271","4/12/2017",248,23,-5.8,44,2.4,2000,-16.1,0,0,0,"Winter","No Holiday","Yes"
"272","4/12/2017",285,0,4.2,88,0.6,216,2.3,0,0,0,"Winter","No Holiday","Yes"
"273","4/12/2017",311,10,-1.1,40,4.5,2000,-13,0.64,0,0,"Winter","No Holiday","Yes"
"274","4/12/2017",338,14,0.1,27,4.5,2000,-16.7,1.09,0,0,"Winter","No Holiday","Yes"
"275","4/12/2017",341,15,-0.1,25,5.8,2000,-17.8,0.88,0,0,"Winter","No Holiday","Yes"
"276","4/12/2017",353,22,-5.3,45,2.5,2000,-15.3,0,0,0,"Winter","No Holiday","Yes"
"277","4/12/2017",375,16,-0.2,23,4.7,2000,-18.8,0.55,0,0,"Winter","No Holiday","Yes"
"278","4/12/2017",379,11,-0.5,41,4.1,1799,-12.1,0.94,0,0,"Winter","No Holiday","Yes"
"279","4/12/2017",391,13,0,30,5.4,1938,-15.5,1.17,0,0,"Winter","No Holiday","Yes"
"280","4/12/2017",393,12,-0.3,38,4.8,1823,-12.9,1.11,0,0,"Winter","No Holiday","Yes"
"281","4/12/2017",397,21,-4.6,43,4.5,2000,-15.3,0,0,0,"Winter","No Holiday","Yes"
"282","4/12/2017",398,20,-3.6,38,3,2000,-15.8,0,0,0,"Winter","No Holiday","Yes"
"283","4/12/2017",498,7,0.2,68,3.4,702,-5,0,0,0,"Winter","No Holiday","Yes"
"284","4/12/2017",509,9,-1.5,47,4.2,1888,-11.3,0.22,0,0,"Winter","No Holiday","Yes"
"285","4/12/2017",515,17,-1.3,26,5.3,2000,-18.3,0.18,0,0,"Winter","No Holiday","Yes"
"286","4/12/2017",568,19,-2.9,32,3.2,2000,-17.3,0,0,0,"Winter","No Holiday","Yes"
"287","4/12/2017",807,18,-2.1,29,3.9,2000,-17.7,0,0,0,"Winter","No Holiday","Yes"
"288","4/12/2017",937,8,-0.8,69,3.5,954,-5.7,0.01,0,0,"Winter","No Holiday","Yes"
"289","5/1/2018",47,4,-5.1,55,1.7,1266,-12.7,0,0,0,"Winter","No Holiday","Yes"
"290","5/1/2018",67,3,-5.5,56,1.1,1453,-12.9,0,0,0,"Winter","No Holiday","Yes"
"291","5/1/2018",75,5,-5.1,55,1.5,1452,-12.7,0,0,0,"Winter","No Holiday","Yes"
"292","5/1/2018",118,2,-5.3,52,1.6,1481,-13.6,0,0,0,"Winter","No Holiday","Yes"
"293","5/1/2018",123,6,-5.1,54,1.3,1346,-12.9,0,0,0,"Winter","No Holiday","Yes"
"294","5/1/2018",170,1,-5.1,51,1.5,1550,-13.6,0,0,0,"Winter","No Holiday","Yes"
"295","5/1/2018",189,23,-3.6,50,1.9,1284,-12.5,0,0,0,"Winter","No Holiday","Yes"
"296","5/1/2018",202,0,-4.7,52,1.8,1611,-13,0,0,0,"Winter","No Holiday","Yes"
"297","5/1/2018",232,10,-3.3,50,1.3,1407,-12.2,0.4,0,0,"Winter","No Holiday","Yes"
"298","5/1/2018",281,22,-3.8,53,1.3,1300,-12,0,0,0,"Winter","No Holiday","Yes"
"299","5/1/2018",284,21,-3.5,53,0.9,1353,-11.7,0,0,0,"Winter","No Holiday","Yes"
"300","5/1/2018",308,11,-0.7,45,1.5,1429,-11.1,0.76,0,0,"Winter","No Holiday","Yes"
"301","5/1/2018",312,13,0.9,43,2,1112,-10.2,0.98,0,0,"Winter","No Holiday","Yes"
"302","5/1/2018",322,20,-3.4,51,1.1,1391,-12.1,0,0,0,"Winter","No Holiday","Yes"
"303","5/1/2018",327,7,-5.3,53,1.1,1300,-13.4,0,0,0,"Winter","No Holiday","Yes"
"304","5/1/2018",329,16,1,34,2.9,2000,-13.1,0.61,0,0,"Winter","No Holiday","Yes"
"305","5/1/2018",333,15,1.5,34,2.8,1776,-12.6,0.84,0,0,"Winter","No Holiday","Yes"
"306","5/1/2018",343,14,1.4,41,2,1003,-10.4,0.99,0,0,"Winter","No Holiday","Yes"
"307","5/1/2018",354,9,-4.7,49,1.2,1550,-13.8,0.12,0,0,"Winter","No Holiday","Yes"
"308","5/1/2018",362,12,-0.3,45,2.2,1066,-10.8,1.01,0,0,"Winter","No Holiday","Yes"
"309","5/1/2018",443,19,-2.5,49,0.6,1436,-11.7,0,0,0,"Winter","No Holiday","Yes"
"310","5/1/2018",446,17,-0.6,45,3.3,1827,-11,0.24,0,0,"Winter","No Holiday","Yes"
"311","5/1/2018",635,18,-1.8,44,2.2,1709,-12.4,0.01,0,0,"Winter","No Holiday","Yes"
"312","5/1/2018",665,8,-5.3,51,1,1319,-13.8,0,0,0,"Winter","No Holiday","Yes"
"313","5/2/2018",20,4,-11.7,51,1.2,2000,-19.8,0,0,0,"Winter","No Holiday","Yes"
"314","5/2/2018",33,3,-11.3,54,0.6,2000,-18.7,0,0,0,"Winter","No Holiday","Yes"
"315","5/2/2018",37,5,-11.6,45,2.4,2000,-21.1,0,0,0,"Winter","No Holiday","Yes"
"316","5/2/2018",39,2,-11.2,55,1.5,2000,-18.4,0,0,0,"Winter","No Holiday","Yes"
"317","5/2/2018",52,1,-11.2,54,1,2000,-18.6,0,0,0,"Winter","No Holiday","Yes"
"318","5/2/2018",82,0,-10.5,52,2.4,2000,-18.4,0,0,0,"Winter","No Holiday","Yes"
"319","5/2/2018",110,6,-11.5,40,2.3,2000,-22.4,0,0,0,"Winter","No Holiday","Yes"
"320","5/2/2018",115,23,-10.5,47,2.8,1794,-19.6,0,0,0,"Winter","No Holiday","Yes"
"321","5/2/2018",123,10,-9.6,32,3.7,2000,-23.2,1.14,0,0,"Winter","No Holiday","Yes"
"322","5/2/2018",156,11,-8.5,27,4.7,1894,-24.2,1.73,0,0,"Winter","No Holiday","Yes"
"323","5/2/2018",157,12,-7.8,28,4.1,2000,-23.1,2.12,0,0,"Winter","No Holiday","Yes"
"324","5/2/2018",169,13,-7,25,4.2,1999,-23.7,2.29,0,0,"Winter","No Holiday","Yes"
"325","5/2/2018",169,15,-5.7,25,4.4,1995,-22.6,1.94,0,0,"Winter","No Holiday","Yes"
"326","5/2/2018",170,14,-6.4,24,4.6,1970,-23.7,2.23,0,0,"Winter","No Holiday","Yes"
"327","5/2/2018",177,21,-9.8,41,3.9,1949,-20.6,0,0,0,"Winter","No Holiday","Yes"
"328","5/2/2018",183,22,-10.3,43,3.7,1876,-20.5,0,0,0,"Winter","No Holiday","Yes"
"329","5/2/2018",199,16,-5.4,25,3.4,1985,-22.3,1.44,0,0,"Winter","No Holiday","Yes"
"330","5/2/2018",206,20,-9.1,35,3.8,2000,-21.7,0,0,0,"Winter","No Holiday","Yes"
"331","5/2/2018",216,9,-11.1,38,2.4,1945,-22.6,0.43,0,0,"Winter","No Holiday","Yes"
"332","5/2/2018",225,17,-6.4,28,4.5,2000,-21.9,0.81,0,0,"Winter","No Holiday","Yes"
"333","5/2/2018",227,7,-11.6,44,1.6,2000,-21.4,0,0,0,"Winter","No Holiday","Yes"
"334","5/2/2018",246,19,-8.3,29,4.1,2000,-23.2,0,0,0,"Winter","No Holiday","Yes"
"335","5/2/2018",388,18,-7.6,29,3.5,2000,-22.6,0.16,0,0,"Winter","No Holiday","Yes"
"336","5/2/2018",433,8,-11.5,40,2.8,2000,-22.4,0.02,0,0,"Winter","No Holiday","Yes"
"337","5/12/2017",42,4,-7.2,34,3,2000,-20.4,0,0,0,"Winter","No Holiday","Yes"
"338","5/12/2017",62,3,-6.9,39,2,2000,-18.5,0,0,0,"Winter","No Holiday","Yes"
"339","5/12/2017",82,5,-7.4,33,2.6,2000,-20.9,0,0,0,"Winter","No Holiday","Yes"
"340","5/12/2017",124,2,-6.8,41,2.5,2000,-17.8,0,0,0,"Winter","No Holiday","Yes"
"341","5/12/2017",172,6,-7.4,34,3.2,2000,-20.6,0,0,0,"Winter","No Holiday","Yes"
"342","5/12/2017",198,1,-6.5,41,2.8,2000,-17.6,0,0,0,"Winter","No Holiday","Yes"
"343","5/12/2017",216,0,-6.1,42,2.6,2000,-16.9,0,0,0,"Winter","No Holiday","Yes"
"344","5/12/2017",244,23,-2.5,59,0,1210,-9.4,0,0,0,"Winter","No Holiday","Yes"
"345","5/12/2017",269,10,-5.5,26,2.8,1967,-22,0.64,0,0,"Winter","No Holiday","Yes"
"346","5/12/2017",321,12,-2.3,25,0,1962,-19.7,0,0,0,"Winter","No Holiday","Yes"
"347","5/12/2017",325,13,-1.6,27,0,1955,-18.2,0,0,0,"Winter","No Holiday","Yes"
"348","5/12/2017",334,11,-3.9,25,0,1959,-21,0,0,0,"Winter","No Holiday","Yes"
"349","5/12/2017",334,14,-1.1,28,0,2000,-17.3,0,0,0,"Winter","No Holiday","Yes"
"350","5/12/2017",353,15,-0.7,28,0,2000,-16.9,0,0,0,"Winter","No Holiday","Yes"
"351","5/12/2017",381,7,-7.5,33,2.2,2000,-21,0,0,0,"Winter","No Holiday","Yes"
"352","5/12/2017",393,22,-2.8,49,0,2000,-12,0,0,0,"Winter","No Holiday","Yes"
"353","5/12/2017",415,21,-3.7,47,0,2000,-13.3,0,0,0,"Winter","No Holiday","Yes"
"354","5/12/2017",418,20,-3.5,46,0,2000,-13.4,0,0,0,"Winter","No Holiday","Yes"
"355","5/12/2017",435,16,-0.5,30,0,2000,-16,0,0,0,"Winter","No Holiday","Yes"
"356","5/12/2017",462,9,-7.6,31,1.3,1974,-21.8,0.21,0,0,"Winter","No Holiday","Yes"
"357","5/12/2017",529,17,-1.6,35,0,2000,-15.1,0,0,0,"Winter","No Holiday","Yes"
"358","5/12/2017",597,19,-3.2,45,0,2000,-13.5,0,0,0,"Winter","No Holiday","Yes"
"359","5/12/2017",789,18,-2.6,40,0,2000,-14.4,0,0,0,"Winter","No Holiday","Yes"
"360","5/12/2017",812,8,-8.1,36,1.6,2000,-20.5,0.01,0,0,"Winter","No Holiday","Yes"
"361","6/1/2018",48,5,-6.1,64,1,1231,-11.8,0,0,0,"Winter","No Holiday","Yes"
"362","6/1/2018",61,4,-5.9,61,1.1,1260,-12.2,0,0,0,"Winter","No Holiday","Yes"
"363","6/1/2018",69,6,-6.5,67,0.7,1175,-11.6,0,0,0,"Winter","No Holiday","Yes"
"364","6/1/2018",103,3,-5.6,56,1,1367,-13,0,0,0,"Winter","No Holiday","Yes"
"365","6/1/2018",105,7,-6.6,65,1,1320,-12,0,0,0,"Winter","No Holiday","Yes"
"366","6/1/2018",169,23,-3.2,50,0.8,1429,-12.1,0,0,0,"Winter","No Holiday","Yes"
"367","6/1/2018",176,2,-5.5,56,1.4,1285,-12.9,0,0,0,"Winter","No Holiday","Yes"
"368","6/1/2018",184,0,-4.3,52,1.6,1247,-12.7,0,0,0,"Winter","No Holiday","Yes"
"369","6/1/2018",186,8,-6.5,62,1.1,1503,-12.5,0,0,0,"Winter","No Holiday","Yes"
"370","6/1/2018",189,20,-2.1,41,1.1,1578,-13.6,0,0,0,"Winter","No Holiday","Yes"
"371","6/1/2018",204,10,-3.5,39,2,1946,-15.4,0.54,0,0,"Winter","No Holiday","Yes"
"372","6/1/2018",207,19,-1.2,37,1.2,1663,-14,0,0,0,"Winter","No Holiday","Yes"
"373","6/1/2018",214,21,-2.5,47,0.8,1495,-12.2,0,0,0,"Winter","No Holiday","Yes"
"374","6/1/2018",218,22,-2.6,47,1.6,1492,-12.3,0,0,0,"Winter","No Holiday","Yes"
"375","6/1/2018",221,9,-5.8,49,1.4,1728,-14.8,0.16,0,0,"Winter","No Holiday","Yes"
"376","6/1/2018",222,1,-4.8,54,1.2,1219,-12.7,0,0,0,"Winter","No Holiday","Yes"
"377","6/1/2018",245,11,-1.6,35,2.1,1812,-15.1,0.87,0,0,"Winter","No Holiday","Yes"
"378","6/1/2018",271,18,-0.6,37,1.6,1797,-13.5,0.01,0,0,"Winter","No Holiday","Yes"
"379","6/1/2018",283,12,0,35,2.3,1672,-13.6,1.07,0,0,"Winter","No Holiday","Yes"
"380","6/1/2018",352,16,2.7,27,2.2,1811,-14.4,0.64,0,0,"Winter","No Holiday","Yes"
"381","6/1/2018",354,17,1.1,31,1.7,1989,-14.1,0.26,0,0,"Winter","No Holiday","Yes"
"382","6/1/2018",356,13,0.9,28,2.4,1895,-15.6,1.18,0,0,"Winter","No Holiday","Yes"
"383","6/1/2018",370,14,1.8,29,2,1693,-14.3,1.14,0,0,"Winter","No Holiday","Yes"
"384","6/1/2018",373,15,2.3,27,2.2,1877,-14.8,0.92,0,0,"Winter","No Holiday","Yes"
"385","6/2/2018",32,4,-12,36,2.7,1998,-24,0,0,0,"Winter","No Holiday","Yes"
"386","6/2/2018",36,3,-11.6,35,3.2,1992,-24,0,0,0,"Winter","No Holiday","Yes"
"387","6/2/2018",40,5,-12.3,37,2.9,2000,-24,0,0,0,"Winter","No Holiday","Yes"
"388","6/2/2018",59,2,-11.2,36,2.9,1981,-23.3,0,0,0,"Winter","No Holiday","Yes"
"389","6/2/2018",87,1,-10.9,36,3.3,2000,-23,0,0,0,"Winter","No Holiday","Yes"
"390","6/2/2018",94,6,-12.5,40,3.4,1991,-23.3,0,0,0,"Winter","No Holiday","Yes"
"391","6/2/2018",106,23,-11.8,46,1.1,1860,-21.1,0,0,0,"Winter","No Holiday","Yes"
"392","6/2/2018",126,0,-10.6,47,3.5,1803,-19.7,0,0,0,"Winter","No Holiday","Yes"
"393","6/2/2018",128,10,-11.3,35,4.2,1848,-23.7,1.15,0,0,"Winter","No Holiday","Yes"
"394","6/2/2018",147,14,-7,26,4.4,1986,-23.3,2.24,0,0,"Winter","No Holiday","Yes"
"395","6/2/2018",165,13,-7.5,28,4.3,1904,-22.9,2.3,0,0,"Winter","No Holiday","Yes"
"396","6/2/2018",169,22,-11.1,43,1.8,1960,-21.2,0,0,0,"Winter","No Holiday","Yes"
"397","6/2/2018",171,15,-5.9,25,3.1,1936,-22.8,1.93,0,0,"Winter","No Holiday","Yes"
"398","6/2/2018",172,12,-8.2,31,2.7,1858,-22.3,2.09,0,0,"Winter","No Holiday","Yes"
"399","6/2/2018",175,11,-9.9,32,3.3,1863,-23.5,1.72,0,0,"Winter","No Holiday","Yes"
"400","6/2/2018",175,16,-5.9,24,3.5,2000,-23.2,1.44,0,0,"Winter","No Holiday","Yes"
"401","6/2/2018",175,21,-10.6,39,3.1,2000,-21.9,0,0,0,"Winter","No Holiday","Yes"
"402","6/2/2018",193,20,-9.6,34,2.6,2000,-22.5,0,0,0,"Winter","No Holiday","Yes"
"403","6/2/2018",213,7,-12.7,41,3.7,1982,-23.2,0,0,0,"Winter","No Holiday","Yes"
"404","6/2/2018",217,9,-12.3,39,3.7,1984,-23.4,0.45,0,0,"Winter","No Holiday","Yes"
"405","6/2/2018",227,17,-6.6,29,2.5,2000,-21.7,0.68,0,0,"Winter","No Holiday","Yes"
"406","6/2/2018",251,19,-8.4,37,4,2000,-20.5,0,0,0,"Winter","No Holiday","Yes"
"407","6/2/2018",392,18,-7.6,36,3.3,2000,-20.1,0.11,0,0,"Winter","No Holiday","Yes"
"408","6/2/2018",438,8,-12.7,41,3.1,2000,-23.2,0.02,0,0,"Winter","No Holiday","Yes"
"409","6/12/2017",58,4,-3.4,75,0,1982,-7.2,0,0,0.4,"Winter","No Holiday","Yes"
"410","6/12/2017",78,3,-3.2,78,0,1808,-6.4,0,0.2,0.4,"Winter","No Holiday","Yes"
"411","6/12/2017",87,5,-3.6,76,0,1934,-7.2,0,0,0.4,"Winter","No Holiday","Yes"
"412","6/12/2017",117,2,-3,79,0,1862,-6.1,0,0,0.4,"Winter","No Holiday","Yes"
"413","6/12/2017",142,6,-3.7,76,0,1864,-7.3,0,0,0.4,"Winter","No Holiday","Yes"
"414","6/12/2017",144,1,-3,79,0,293,-6.1,0,0,0.3,"Winter","No Holiday","Yes"
"415","6/12/2017",145,0,-2.8,77,0,331,-6.2,0,0.1,0.1,"Winter","No Holiday","Yes"
"416","6/12/2017",165,21,1.1,92,0.5,235,0,0,0.7,1,"Winter","No Holiday","Yes"
"417","6/12/2017",190,20,1.2,94,0.6,228,0.3,0,0,1,"Winter","No Holiday","Yes"
"418","6/12/2017",193,23,1.3,92,0.6,209,0.1,0,0,1,"Winter","No Holiday","Yes"
"419","6/12/2017",204,18,1.7,90,1,66,0.2,0,0.3,0.3,"Winter","No Holiday","Yes"
"420","6/12/2017",205,19,1.2,92,0.7,180,0,0,0,1,"Winter","No Holiday","Yes"
"421","6/12/2017",222,22,1.3,92,0.6,233,0.1,0,0,1,"Winter","No Holiday","Yes"
"422","6/12/2017",239,17,4.1,60,2.5,1565,-2.9,0.1,0,0,"Winter","No Holiday","Yes"
"423","6/12/2017",307,10,-0.9,64,0,1224,-6.8,0.63,0,0.2,"Winter","No Holiday","Yes"
"424","6/12/2017",379,7,-4.2,77,0,1741,-7.6,0,0,0.3,"Winter","No Holiday","Yes"
"425","6/12/2017",381,11,1.6,57,1.2,1261,-6,0.93,0,0,"Winter","No Holiday","Yes"
"426","6/12/2017",405,12,2.4,52,0.9,1224,-6.4,1.08,0,0,"Winter","No Holiday","Yes"
"427","6/12/2017",412,15,5.5,31,3.1,1968,-10.3,0.72,0,0,"Winter","No Holiday","Yes"
"428","6/12/2017",416,14,5.5,34,1,1966,-9.1,0.96,0,0,"Winter","No Holiday","Yes"
"429","6/12/2017",440,9,-3.3,70,0,1324,-7.9,0.25,0,0.2,"Winter","No Holiday","Yes"
"430","6/12/2017",442,13,4.2,47,1.1,1469,-6.1,1.1,0,0,"Winter","No Holiday","Yes"
"431","6/12/2017",496,16,5.3,37,2.9,2000,-8.2,0.36,0,0,"Winter","No Holiday","Yes"
"432","6/12/2017",802,8,-4.2,78,0,1518,-7.4,0.01,0,0.2,"Winter","No Holiday","Yes"
"433","7/1/2018",38,6,-5.5,52,0.7,1503,-13.8,0,0,0,"Winter","No Holiday","Yes"
"434","7/1/2018",40,5,-5.6,58,0.7,1350,-12.5,0,0,0,"Winter","No Holiday","Yes"
"435","7/1/2018",60,7,-5.6,58,0.9,1368,-12.5,0,0,0,"Winter","No Holiday","Yes"
"436","7/1/2018",62,4,-5.1,60,0.7,1377,-11.6,0,0,0,"Winter","No Holiday","Yes"
"437","7/1/2018",102,3,-4.8,56,0.6,1505,-12.2,0,0,0,"Winter","No Holiday","Yes"
"438","7/1/2018",122,8,-5.3,53,1.1,1411,-13.4,0,0,0,"Winter","No Holiday","Yes"
"439","7/1/2018",128,2,-4.4,53,0.3,1594,-12.5,0,0,0,"Winter","No Holiday","Yes"
"440","7/1/2018",143,9,-3.8,49,1.6,1371,-12.9,0.18,0,0,"Winter","No Holiday","Yes"
"441","7/1/2018",149,23,1.1,39,0.6,1422,-11.3,0,0,0,"Winter","No Holiday","Yes"
"442","7/1/2018",162,1,-3.9,51,0.2,1535,-12.5,0,0,0,"Winter","No Holiday","Yes"
"443","7/1/2018",179,10,-1.8,40,1.8,1555,-13.6,0.48,0,0,"Winter","No Holiday","Yes"
"444","7/1/2018",192,0,-3.8,48,0.7,1574,-13.2,0,0,0,"Winter","No Holiday","Yes"
"445","7/1/2018",214,11,0.5,35,1.4,1558,-13.2,0.75,0,0,"Winter","No Holiday","Yes"
"446","7/1/2018",214,22,1.1,40,0.5,1305,-11,0,0,0,"Winter","No Holiday","Yes"
"447","7/1/2018",233,20,1.3,38,0.4,1386,-11.4,0,0,0,"Winter","No Holiday","Yes"
"448","7/1/2018",236,21,1.2,39,0.6,1378,-11.2,0,0,0,"Winter","No Holiday","Yes"
"449","7/1/2018",246,19,1.6,35,1,1419,-12.2,0,0,0,"Winter","No Holiday","Yes"
"450","7/1/2018",265,13,1.4,34,0.8,1394,-12.7,0.5,0,0,"Winter","No Holiday","Yes"
"451","7/1/2018",270,18,1.8,34,1.2,1518,-12.4,0,0,0,"Winter","No Holiday","Yes"
"452","7/1/2018",278,12,1.1,34,0.9,1455,-13,0.6,0,0,"Winter","No Holiday","Yes"
"453","7/1/2018",331,14,1.9,32,0.7,1368,-13,0.41,0,0,"Winter","No Holiday","Yes"
"454","7/1/2018",333,16,2.6,32,1,1381,-12.4,0.27,0,0,"Winter","No Holiday","Yes"
"455","7/1/2018",349,17,2.3,33,0.2,1515,-12.3,0.13,0,0,"Winter","No Holiday","Yes"
"456","7/1/2018",368,15,2.7,31,0.9,1603,-12.7,0.43,0,0,"Winter","No Holiday","Yes"
"457","7/2/2018",34,4,-13.1,54,0.7,1369,-20.4,0,0,0,"Winter","No Holiday","Yes"
"458","7/2/2018",45,5,-13,53,0.7,1810,-20.5,0,0,0,"Winter","No Holiday","Yes"
"459","7/2/2018",51,3,-12.5,49,1.5,1885,-21,0,0,0,"Winter","No Holiday","Yes"
"460","7/2/2018",83,2,-12.5,50,1,1722,-20.8,0,0,0,"Winter","No Holiday","Yes"
"461","7/2/2018",92,6,-13.2,50,0.5,1873,-21.4,0,0,0,"Winter","No Holiday","Yes"
"462","7/2/2018",96,1,-12.3,47,1.9,1837,-21.3,0,0,0,"Winter","No Holiday","Yes"
"463","7/2/2018",116,0,-12.3,47,0.4,1848,-21.3,0,0,0,"Winter","No Holiday","Yes"
"464","7/2/2018",155,10,-9.6,39,0.7,1580,-21,1.06,0,0,"Winter","No Holiday","Yes"
"465","7/2/2018",164,23,-7.6,50,1,1839,-16.2,0,0,0,"Winter","No Holiday","Yes"
"466","7/2/2018",176,11,-7,28,3.3,1829,-22.4,1.56,0,0,"Winter","No Holiday","Yes"
"467","7/2/2018",188,12,-6,24,2.6,1964,-23.3,1.97,0,0,"Winter","No Holiday","Yes"
"468","7/2/2018",199,14,-3.5,20,1.5,1976,-23.2,2.02,0,0,"Winter","No Holiday","Yes"
"469","7/2/2018",200,22,-6.8,50,1.7,1856,-15.5,0,0,0,"Winter","No Holiday","Yes"
"470","7/2/2018",214,7,-13.2,56,0.9,1665,-20.1,0,0,0,"Winter","No Holiday","Yes"
"471","7/2/2018",218,20,-5.8,44,2.1,1994,-16.1,0,0,0,"Winter","No Holiday","Yes"
"472","7/2/2018",221,15,-2.1,20,2.3,1961,-22.1,1.87,0,0,"Winter","No Holiday","Yes"
"473","7/2/2018",223,21,-6.3,48,2.2,1965,-15.5,0,0,0,"Winter","No Holiday","Yes"
"474","7/2/2018",228,13,-4.5,23,2.6,1937,-22.5,2.12,0,0,"Winter","No Holiday","Yes"
"475","7/2/2018",237,9,-12,50,1.3,1523,-20.3,0.43,0,0,"Winter","No Holiday","Yes"
"476","7/2/2018",240,16,-1.7,18,2,1919,-22.9,1.41,0,0,"Winter","No Holiday","Yes"
"477","7/2/2018",280,19,-5.2,33,2.6,2000,-19,0,0,0,"Winter","No Holiday","Yes"
"478","7/2/2018",320,17,-2.3,20,2.2,1994,-22.2,0.77,0,0,"Winter","No Holiday","Yes"
"479","7/2/2018",448,18,-4,27,2.5,2000,-20.2,0.16,0,0,"Winter","No Holiday","Yes"
"480","7/2/2018",469,8,-13.3,60,0.6,1598,-19.4,0.02,0,0,"Winter","No Holiday","Yes"
"481","7/12/2017",62,4,1.6,92,0.7,119,0.4,0,0,0.9,"Winter","No Holiday","Yes"
"482","7/12/2017",83,5,1.5,92,1.1,175,0.3,0,0,0.9,"Winter","No Holiday","Yes"
"483","7/12/2017",102,3,1.9,91,1.4,218,0.5,0,0,0.9,"Winter","No Holiday","Yes"
"484","7/12/2017",137,6,1,93,0.5,148,0,0,0,0.9,"Winter","No Holiday","Yes"
"485","7/12/2017",149,2,1.4,92,0.7,168,0.2,0,0,0.9,"Winter","No Holiday","Yes"
"486","7/12/2017",198,0,1.4,92,0.5,240,0.2,0,0,0.9,"Winter","No Holiday","Yes"
"487","7/12/2017",218,1,1.5,92,0.4,227,0.3,0,0,0.9,"Winter","No Holiday","Yes"
"488","7/12/2017",259,23,-3.2,50,2.1,1887,-12.1,0,0,0,"Winter","No Holiday","Yes"
"489","7/12/2017",321,10,1.1,83,0.7,311,-1.4,0.41,0,0.7,"Winter","No Holiday","Yes"
"490","7/12/2017",333,11,2.3,69,1.7,628,-2.8,0.63,0,0.6,"Winter","No Holiday","Yes"
"491","7/12/2017",367,7,0.3,93,0.5,173,-0.7,0,0,0.9,"Winter","No Holiday","Yes"
"492","7/12/2017",389,22,-2.7,48,2.6,1844,-12.2,0,0,0,"Winter","No Holiday","Yes"
"493","7/12/2017",390,14,4.4,36,2.7,1975,-9.4,1.04,0,0,"Winter","No Holiday","Yes"
"494","7/12/2017",390,20,-1.4,47,2.5,1620,-11.2,0,0,0,"Winter","No Holiday","Yes"
"495","7/12/2017",394,13,4.1,37,3.1,1767,-9.3,1.14,0,0,"Winter","No Holiday","Yes"
"496","7/12/2017",402,21,-2.2,46,2.2,1975,-12.2,0,0,0,"Winter","No Holiday","Yes"
"497","7/12/2017",415,9,0.1,91,0.8,265,-1.1,0.14,0,0.8,"Winter","No Holiday","Yes"
"498","7/12/2017",430,15,4,35,3.1,1962,-10.1,0.84,0,0,"Winter","No Holiday","Yes"
"499","7/12/2017",431,12,3.7,65,2.4,833,-2.2,0.98,0,0.3,"Winter","No Holiday","Yes"
"500","7/12/2017",471,16,3.2,38,2.9,1817,-9.7,0.51,0,0,"Winter","No Holiday","Yes"
"501","7/12/2017",507,19,-0.4,47,2.5,1269,-10.3,0,0,0,"Winter","No Holiday","Yes"
"502","7/12/2017",552,17,2.1,50,2,1434,-7.2,0.15,0,0,"Winter","No Holiday","Yes"
"503","7/12/2017",754,8,-0.2,96,0.8,173,-0.7,0.01,0,0.8,"Winter","No Holiday","Yes"
"504","7/12/2017",795,18,0.7,46,2.7,1558,-9.6,0,0,0,"Winter","No Holiday","Yes"
"505","8/1/2018",46,4,1,43,0.8,1253,-10.2,0,0,0,"Winter","No Holiday","Yes"
