"","X","Date","Count","Hour","Temp","Humidity","Wind_speed","Visibility","Dew_Point","Solar_Radiation","Rainfall","Snowfall","Seasons","Holiday","Functioning","demand"
"548",548,"8/2/2018",286,15,1.4,25,2.2,1686,-16.5,1.81,0,0,"Winter","No Holiday","Yes",1
"549",549,"8/2/2018",337,17,1.5,24,1.9,1788,-16.9,0.72,0,0,"Winter","No Holiday","Yes",1
"550",550,"8/2/2018",378,19,-1.8,35,1.4,1558,-15.2,0,0,0,"Winter","No Holiday","Yes",1
"551",551,"8/2/2018",507,8,-9.7,65,0.8,1508,-15,0.02,0,0,"Winter","No Holiday","Yes",1
"552",552,"8/2/2018",564,18,-0.5,26,1.7,1999,-17.7,0.15,0,0,"Winter","No Holiday","Yes",1
"553",553,"8/12/2017",71,4,-5.3,53,2.4,1936,-13.4,0,0,0,"Winter","No Holiday","Yes",0
"554",554,"8/12/2017",84,5,-5.8,56,2,1941,-13.1,0,0,0,"Winter","No Holiday","Yes",0
"555",555,"8/12/2017",99,3,-4.8,52,1.6,1978,-13.1,0,0,0,"Winter","No Holiday","Yes",0
"556",556,"8/12/2017",131,2,-4.3,53,1,1918,-12.4,0,0,0,"Winter","No Holiday","Yes",1
"557",557,"8/12/2017",158,6,-6,56,3.5,1853,-13.3,0,0,0,"Winter","No Holiday","Yes",1
"558",558,"8/12/2017",230,1,-3.7,50,2.5,1902,-12.6,0,0,0,"Winter","No Holiday","Yes",1
"559",559,"8/12/2017",233,0,-3.5,49,2.6,1893,-12.6,0,0,0,"Winter","No Holiday","Yes",1
"560",560,"8/12/2017",261,10,-5.3,44,2.8,1516,-15.6,0.63,0,0,"Winter","No Holiday","Yes",1
"561",561,"8/12/2017",275,23,-3.5,43,0.9,2000,-14.3,0,0,0,"Winter","No Holiday","Yes",1
"562",562,"8/12/2017",310,11,-3.7,39,1.4,1595,-15.6,0.93,0,0,"Winter","No Holiday","Yes",1
"563",563,"8/12/2017",336,21,-3.3,35,0.5,2000,-16.6,0,0,0,"Winter","No Holiday","Yes",1
"564",564,"8/12/2017",347,22,-3.4,39,1.2,2000,-15.4,0,0,0,"Winter","No Holiday","Yes",1
"565",565,"8/12/2017",350,14,-1.3,27,3.1,1906,-17.9,1.12,0,0,"Winter","No Holiday","Yes",1
"566",566,"8/12/2017",354,13,-1.7,28,1.8,1963,-17.8,1.22,0,0,"Winter","No Holiday","Yes",1
"567",567,"8/12/2017",355,12,-2,30,1.4,1728,-17.3,1.14,0,0,"Winter","No Holiday","Yes",1
"568",568,"8/12/2017",362,15,-0.8,26,3.3,1977,-17.9,0.87,0,0,"Winter","No Holiday","Yes",1
"569",569,"8/12/2017",384,20,-3.3,34,1.5,2000,-16.9,0,0,0,"Winter","No Holiday","Yes",1
"570",570,"8/12/2017",387,7,-6.5,57,0.8,1776,-13.6,0,0,0,"Winter","No Holiday","Yes",1
"571",571,"8/12/2017",395,9,-6.7,50,0.9,1492,-15.4,0.23,0,0,"Winter","No Holiday","Yes",1
"572",572,"8/12/2017",401,16,-1.1,24,3.4,2000,-19.1,0.56,0,0,"Winter","No Holiday","Yes",1
"573",573,"8/12/2017",477,19,-3.3,35,1.1,2000,-16.6,0,0,0,"Winter","No Holiday","Yes",1
"574",574,"8/12/2017",500,17,-2.4,30,2.7,2000,-17.6,0.18,0,0,"Winter","No Holiday","Yes",1
"575",575,"8/12/2017",752,18,-3.1,33,1.2,2000,-17.1,0,0,0,"Winter","No Holiday","Yes",1
"576",576,"8/12/2017",780,8,-7,59,0.8,1559,-13.6,0.01,0,0,"Winter","No Holiday","Yes",1
"577",577,"9/1/2018",38,4,-4.3,59,4.4,1451,-11.1,0,0,0.9,"Winter","No Holiday","Yes",0
"578",578,"9/1/2018",52,3,-3.4,67,3.2,1420,-8.6,0,0,0.9,"Winter","No Holiday","Yes",0
"579",579,"9/1/2018",52,5,-5.1,48,3.2,1821,-14.4,0,0,0.9,"Winter","No Holiday","Yes",0
"580",580,"9/1/2018",75,2,-2.9,66,3.3,1515,-8.3,0,0,1,"Winter","No Holiday","Yes",0
"581",581,"9/1/2018",80,23,-4.9,80,0.7,690,-7.8,0,0,0.2,"Winter","No Holiday","Yes",0
"582",582,"9/1/2018",100,0,-1.2,67,4.6,983,-6.5,0,0,1,"Winter","No Holiday","Yes",0
"583",583,"9/1/2018",107,1,-1.9,69,5,791,-6.8,0,0,1,"Winter","No Holiday","Yes",1
"584",584,"9/1/2018",126,6,-5.6,52,3.7,1785,-13.9,0,0,0.9,"Winter","No Holiday","Yes",1
"585",585,"9/1/2018",166,22,-4.2,67,1.6,503,-9.4,0,0,0,"Winter","No Holiday","Yes",1
"586",586,"9/1/2018",190,10,-4.8,57,3,1559,-12,0.47,0,0.5,"Winter","No Holiday","Yes",1
"587",587,"9/1/2018",245,7,-5.9,57,3.1,1686,-13,0,0,0.8,"Winter","No Holiday","Yes",1
"588",588,"9/1/2018",247,11,-3.9,51,4.5,1746,-12.5,0.73,0,0.5,"Winter","No Holiday","Yes",1
"589",589,"9/1/2018",257,15,-2.4,51,4.6,1458,-11.1,0.46,0,0,"Winter","No Holiday","Yes",1
"590",590,"9/1/2018",262,12,-2.7,45,2.4,1707,-13,1.05,0,0.4,"Winter","No Holiday","Yes",1
"591",591,"9/1/2018",262,16,-2.4,56,3.3,1541,-9.9,0.35,0,0,"Winter","No Holiday","Yes",1
"592",592,"9/1/2018",265,13,-2.6,45,4,1663,-12.9,1.11,0,0.3,"Winter","No Holiday","Yes",1
"593",593,"9/1/2018",265,14,-1.8,45,3.7,1922,-12.1,1.06,0,0.2,"Winter","No Holiday","Yes",1
"594",594,"9/1/2018",281,21,-4.8,59,0.9,2000,-11.6,0,0,0,"Winter","No Holiday","Yes",1
"595",595,"9/1/2018",302,20,-4.9,59,0.6,1992,-11.6,0,0,0,"Winter","No Holiday","Yes",1
"596",596,"9/1/2018",320,9,-6,61,2.5,1547,-12.3,0.13,0,0.6,"Winter","No Holiday","Yes",1
"597",597,"9/1/2018",332,17,-2.9,66,3.6,743,-8.3,0.23,0,0,"Winter","No Holiday","Yes",1
"598",598,"9/1/2018",364,19,-4.5,57,0.6,2000,-11.7,0,0,0,"Winter","No Holiday","Yes",1
"599",599,"9/1/2018",554,8,-6,64,3.2,1384,-11.7,0,0,0.7,"Winter","No Holiday","Yes",1
"600",600,"9/1/2018",558,18,-3.8,58,1.7,1996,-10.8,0.01,0,0,"Winter","No Holiday","Yes",1
"601",601,"9/2/2018",36,5,-4.2,44,1.1,1196,-14.6,0,0,0,"Winter","No Holiday","Yes",0
"602",602,"9/2/2018",46,4,-4.4,47,0.9,1343,-14,0,0,0,"Winter","No Holiday","Yes",0
"603",603,"9/2/2018",78,3,-5.2,48,0.7,1309,-14.5,0,0,0,"Winter","No Holiday","Yes",0
"604",604,"9/2/2018",107,2,-5.1,47,0.9,1460,-14.6,0,0,0,"Winter","No Holiday","Yes",1
"605",605,"9/2/2018",117,6,-4,41,0.8,1242,-15.3,0,0,0,"Winter","No Holiday","Yes",1
"606",606,"9/2/2018",159,1,-4.8,44,1.1,1432,-15.2,0,0,0,"Winter","No Holiday","Yes",1
"607",607,"9/2/2018",178,0,-4.6,38,0.1,1551,-16.7,0,0,0,"Winter","No Holiday","Yes",1
"608",608,"9/2/2018",193,23,2,70,0.7,689,-2.9,0,0,0,"Winter","No Holiday","Yes",1
"609",609,"9/2/2018",199,10,-1.3,34,0.5,1192,-15.1,0.32,0,0,"Winter","No Holiday","Yes",1
"610",610,"9/2/2018",238,11,-0.2,31,0.8,1269,-15.3,0.5,0,0,"Winter","No Holiday","Yes",1
"611",611,"9/2/2018",243,21,2.9,63,1,786,-3.4,0,0,0,"Winter","No Holiday","Yes",1
"612",612,"9/2/2018",260,12,1.6,28,0.5,1193,-14.9,0.88,0,0,"Winter","No Holiday","Yes",1
"613",613,"9/2/2018",263,22,2.5,66,1.1,759,-3.2,0,0,0,"Winter","No Holiday","Yes",1
"614",614,"9/2/2018",268,13,2.6,27,0.8,1120,-14.5,0.82,0,0,"Winter","No Holiday","Yes",1
"615",615,"9/2/2018",273,7,-3.6,42,0.9,1258,-14.6,0,0,0,"Winter","No Holiday","Yes",1
"616",616,"9/2/2018",283,14,4,25,0.9,1009,-14.3,1.06,0,0,"Winter","No Holiday","Yes",1
"617",617,"9/2/2018",308,9,-2.4,36,1.2,1276,-15.4,0.2,0,0,"Winter","No Holiday","Yes",1
"618",618,"9/2/2018",308,20,3,61,1.9,842,-3.8,0,0,0,"Winter","No Holiday","Yes",1
"619",619,"9/2/2018",315,15,5,24,1,1037,-13.9,1.16,0,0,"Winter","No Holiday","Yes",1
"620",620,"9/2/2018",319,16,6,28,1.7,1183,-11.1,1.03,0,0,"Winter","No Holiday","Yes",1
"621",621,"9/2/2018",407,19,3.3,58,1.7,1024,-4.1,0,0,0,"Winter","No Holiday","Yes",1
"622",622,"9/2/2018",422,17,4.8,38,3,1582,-8.3,0.47,0,0,"Winter","No Holiday","Yes",1
"623",623,"9/2/2018",589,8,-3.3,39,0.9,1279,-15.3,0.02,0,0,"Winter","No Holiday","Yes",1
"624",624,"9/2/2018",659,18,4.1,40,2.1,1327,-8.3,0.1,0,0,"Winter","No Holiday","Yes",1
"625",625,"9/12/2017",56,5,-4.7,49,0.8,1999,-13.8,0,0,0,"Winter","No Holiday","Yes",0
"626",626,"9/12/2017",76,6,-5.1,53,0.9,1975,-13.2,0,0,0,"Winter","No Holiday","Yes",0
"627",627,"9/12/2017",96,4,-4.3,49,0.7,2000,-13.4,0,0,0,"Winter","No Holiday","Yes",0
"628",628,"9/12/2017",127,7,-5.5,56,0.8,1950,-12.9,0,0,0,"Winter","No Holiday","Yes",1
"629",629,"9/12/2017",169,3,-4.3,47,0.6,1992,-13.9,0,0,0,"Winter","No Holiday","Yes",1
"630",630,"9/12/2017",222,8,-5.4,56,0.7,1940,-12.8,0.01,0,0,"Winter","No Holiday","Yes",1
"631",631,"9/12/2017",237,2,-4.7,50,0.7,1983,-13.5,0,0,0,"Winter","No Holiday","Yes",1
"632",632,"9/12/2017",265,23,-0.1,54,1.3,1570,-8.3,0,0,0,"Winter","No Holiday","Yes",1
"633",633,"9/12/2017",267,0,-3.5,48,0.9,1967,-12.9,0,0,0,"Winter","No Holiday","Yes",1
"634",634,"9/12/2017",273,10,-2.2,42,1.3,1646,-13.4,0.61,0,0,"Winter","No Holiday","Yes",1
"635",635,"9/12/2017",275,19,1.5,48,0.4,1878,-8.3,0,0,0,"Winter","No Holiday","Yes",1
"636",636,"9/12/2017",289,22,-0.5,55,0.6,1655,-8.4,0,0,0,"Winter","No Holiday","Yes",1
"637",637,"9/12/2017",291,9,-4.7,48,1,1784,-14,0.23,0,0,"Winter","No Holiday","Yes",1
"638",638,"9/12/2017",296,1,-4.1,49,0.6,2000,-13.2,0,0,0,"Winter","No Holiday","Yes",1
"639",639,"9/12/2017",298,20,0.8,51,1.4,1848,-8.2,0,0,0,"Winter","No Holiday","Yes",1
"640",640,"9/12/2017",321,21,-0.1,55,0.7,1654,-8,0,0,0,"Winter","No Holiday","Yes",1
"641",641,"9/12/2017",351,11,0,45,1.1,1500,-10.5,0.89,0,0,"Winter","No Holiday","Yes",1
"642",642,"9/12/2017",384,18,2.5,41,1,1974,-9.4,0,0,0,"Winter","No Holiday","Yes",1
"643",643,"9/12/2017",427,12,2.4,40,0.8,1809,-9.8,1.05,0,0,"Winter","No Holiday","Yes",1
"644",644,"9/12/2017",431,13,3.9,36,2,1702,-9.8,1.13,0,0,"Winter","No Holiday","Yes",1
"645",645,"9/12/2017",481,17,3.5,37,1.8,1963,-9.8,0.1,0,0,"Winter","No Holiday","Yes",1
"646",646,"9/12/2017",486,14,4.7,32,2.2,1948,-10.6,1.06,0,0,"Winter","No Holiday","Yes",1
"647",647,"9/12/2017",546,16,4.4,33,1.6,1963,-10.5,0.4,0,0,"Winter","No Holiday","Yes",1
"648",648,"9/12/2017",569,15,5.2,30,2,1963,-11,0.84,0,0,"Winter","No Holiday","Yes",1
"649",649,"10/1/2018",31,4,-6.6,72,2.2,2000,-10.8,0,0,0.8,"Winter","No Holiday","Yes",0
"650",650,"10/1/2018",39,5,-7.3,75,1.6,2000,-10.9,0,0,0.8,"Winter","No Holiday","Yes",0
"651",651,"10/1/2018",40,3,-6.1,70,1.1,2000,-10.6,0,0.3,0.8,"Winter","No Holiday","Yes",0
"652",652,"10/1/2018",61,0,-5.2,82,0.8,152,-7.7,0,0.5,0.5,"Winter","No Holiday","Yes",0
"653",653,"10/1/2018",63,2,-5.7,72,1.2,1925,-9.9,0,0,0.8,"Winter","No Holiday","Yes",0
"654",654,"10/1/2018",78,1,-5.6,75,1.7,1982,-9.3,0,0,0.8,"Winter","No Holiday","Yes",0
"655",655,"10/1/2018",84,6,-7.7,74,1.1,2000,-11.5,0,0,0.8,"Winter","No Holiday","Yes",0
"656",656,"10/1/2018",139,23,-10.2,53,3.3,1997,-17.9,0,0,0,"Winter","No Holiday","Yes",1
"657",657,"10/1/2018",150,10,-6.9,53,3.2,1576,-14.8,0.52,0,0.6,"Winter","No Holiday","Yes",1
"658",658,"10/1/2018",158,7,-8,70,1.8,2000,-12.5,0,0,0.7,"Winter","No Holiday","Yes",1
"659",659,"10/1/2018",165,22,-9.7,51,2.8,2000,-17.9,0,0,0,"Winter","No Holiday","Yes",1
"660",660,"10/1/2018",168,11,-6.4,49,4.5,1759,-15.3,0.86,0,0.5,"Winter","No Holiday","Yes",1
"661",661,"10/1/2018",177,14,-5.3,37,5.3,2000,-17.7,1.05,0,0.3,"Winter","No Holiday","Yes",1
"662",662,"10/1/2018",193,15,-5.3,33,4.8,2000,-19,0.99,0,0.3,"Winter","No Holiday","Yes",1
"663",663,"10/1/2018",196,16,-5.4,30,3.9,2000,-20.2,0.69,0,0.2,"Winter","No Holiday","Yes",1
"664",664,"10/1/2018",207,13,-5.1,43,4.7,1901,-15.7,1.18,0,0.4,"Winter","No Holiday","Yes",1
"665",665,"10/1/2018",207,20,-8.9,41,2.3,2000,-19.7,0,0,0,"Winter","No Holiday","Yes",1
"666",666,"10/1/2018",214,21,-9.4,47,2,2000,-18.6,0,0,0,"Winter","No Holiday","Yes",1
"667",667,"10/1/2018",217,12,-5.6,44,4.5,1830,-15.9,1.1,0,0.5,"Winter","No Holiday","Yes",1
"668",668,"10/1/2018",225,9,-7.7,62,3.6,1637,-13.7,0.13,0,0.7,"Winter","No Holiday","Yes",1
"669",669,"10/1/2018",259,19,-8.5,35,2.9,2000,-21.2,0,0,0,"Winter","No Holiday","Yes",1
"670",670,"10/1/2018",266,17,-6.5,34,4,2000,-19.8,0.31,0,0,"Winter","No Holiday","Yes",1
"671",671,"10/1/2018",387,8,-7.9,67,2.6,1896,-12.9,0,0,0.7,"Winter","No Holiday","Yes",1
"672",672,"10/1/2018",437,18,-7.8,32,4.5,2000,-21.6,0.02,0,0,"Winter","No Holiday","Yes",1
"673",673,"10/2/2018",41,5,1.8,75,2,484,-2.1,0,0,0,"Winter","No Holiday","Yes",0
"674",674,"10/2/2018",48,6,1.6,78,1.6,448,-1.8,0,0,0,"Winter","No Holiday","Yes",0
"675",675,"10/2/2018",79,4,1.9,74,1.2,514,-2.2,0,0,0,"Winter","No Holiday","Yes",0
"676",676,"10/2/2018",97,7,1.6,81,1.4,393,-1.3,0,0,0,"Winter","No Holiday","Yes",0
"677",677,"10/2/2018",118,23,-6.7,35,2.1,2000,-19.6,0,0,0,"Winter","No Holiday","Yes",1
"678",678,"10/2/2018",124,21,-5.6,28,4.1,2000,-21.2,0,0,0,"Winter","No Holiday","Yes",1
"679",679,"10/2/2018",128,22,-6.2,32,3.5,2000,-20.2,0,0,0,"Winter","No Holiday","Yes",1
"680",680,"10/2/2018",132,20,-4.4,19,5.8,2000,-24.6,0,0,0,"Winter","No Holiday","Yes",1
"681",681,"10/2/2018",145,3,2,71,1.2,534,-2.7,0,0,0,"Winter","No Holiday","Yes",1
"682",682,"10/2/2018",151,19,-3.1,14,5.1,2000,-26.9,0,0,0,"Winter","No Holiday","Yes",1
"683",683,"10/2/2018",169,2,1.9,71,1.5,584,-2.8,0,0,0,"Winter","No Holiday","Yes",1
"684",684,"10/2/2018",188,8,1.6,82,1.3,349,-1.1,0.01,0,0,"Winter","No Holiday","Yes",1
"685",685,"10/2/2018",197,0,1.5,71,1.1,590,-3.1,0,0,0,"Winter","No Holiday","Yes",1
"686",686,"10/2/2018",216,18,-2,15,5.6,2000,-25.2,0.13,0,0,"Winter","No Holiday","Yes",1
"687",687,"10/2/2018",222,9,1.6,78,2,260,-1.8,0.17,0,0,"Winter","No Holiday","Yes",1
"688",688,"10/2/2018",223,10,1.8,73,2.8,270,-2.5,0.69,0,0,"Winter","No Holiday","Yes",1
"689",689,"10/2/2018",235,11,2.6,62,2.9,294,-3.9,1.12,0,0,"Winter","No Holiday","Yes",1
"690",690,"10/2/2018",237,1,1.7,71,1.2,584,-3,0,0,0,"Winter","No Holiday","Yes",1
"691",691,"10/2/2018",248,12,2.9,53,4.7,354,-5.7,1.37,0,0,"Winter","No Holiday","Yes",1
"692",692,"10/2/2018",277,15,2,20,4.1,1942,-18.6,1.49,0,0,"Winter","No Holiday","Yes",1
"693",693,"10/2/2018",277,17,-0.9,19,5,2000,-21.6,0.48,0,0,"Winter","No Holiday","Yes",1
"694",694,"10/2/2018",286,14,2.2,24,4.5,1700,-16.3,1.66,0,0,"Winter","No Holiday","Yes",1
"695",695,"10/2/2018",291,16,0.3,17,4.9,2000,-21.9,0.87,0,0,"Winter","No Holiday","Yes",1
"696",696,"10/2/2018",296,13,2.8,31,4,967,-12.6,1.42,0,0,"Winter","No Holiday","Yes",1
"697",697,"10/12/2017",9,6,-0.5,90,0.9,91,-1.9,0,2.5,2.7,"Winter","No Holiday","Yes",0
"698",698,"10/12/2017",13,5,0.3,74,1,178,-3.7,0,0,0.7,"Winter","No Holiday","Yes",0
"699",699,"10/12/2017",19,10,0.5,91,0.4,143,-0.8,0,0,4.3,"Winter","No Holiday","Yes",0
"700",700,"10/12/2017",20,7,-0.4,92,1.1,121,-1.5,0,0,4,"Winter","No Holiday","Yes",0
"701",701,"10/12/2017",31,9,0.2,90,1,305,-1.2,0,1.6,4.3,"Winter","No Holiday","Yes",0
"702",702,"10/12/2017",35,8,-0.2,90,1.2,378,-1.6,0,0,4.1,"Winter","No Holiday","Yes",0
"703",703,"10/12/2017",58,11,0.9,92,0.9,137,-0.2,0.03,0,3.9,"Winter","No Holiday","Yes",0
"704",704,"10/12/2017",71,4,0.4,52,1.6,1816,-8.3,0,0,0,"Winter","No Holiday","Yes",0
"705",705,"10/12/2017",119,12,2.3,88,0.3,245,0.5,0.28,0,3.1,"Winter","No Holiday","Yes",1
"706",706,"10/12/2017",148,23,-1.4,43,4.3,2000,-12.3,0,0,0,"Winter","No Holiday","Yes",1
"707",707,"10/12/2017",152,22,-1,56,4.7,2000,-8.6,0,0,0,"Winter","No Holiday","Yes",1
"708",708,"10/12/2017",165,20,0.6,57,3.9,1954,-6.9,0,0,0,"Winter","No Holiday","Yes",1
"709",709,"10/12/2017",167,21,0,59,3,1862,-7,0,0,0,"Winter","No Holiday","Yes",1
"710",710,"10/12/2017",169,3,0.3,53,0.5,1748,-8.1,0,0,0,"Winter","No Holiday","Yes",1
"711",711,"10/12/2017",180,15,6.7,63,4.5,715,0.1,0.35,0,1,"Winter","No Holiday","Yes",1
"712",712,"10/12/2017",181,19,1.6,53,4,2000,-6.9,0,0,0,"Winter","No Holiday","Yes",1
"713",713,"10/12/2017",182,13,3.3,87,1.1,230,1.3,0.54,0,2.1,"Winter","No Holiday","Yes",1
"714",714,"10/12/2017",210,18,2,61,3,2000,-4.7,0,0,0,"Winter","No Holiday","Yes",1
"715",715,"10/12/2017",214,16,5.4,71,3.5,622,0.5,0.2,0,0.5,"Winter","No Holiday","Yes",1
"716",716,"10/12/2017",226,17,3.6,65,4.3,1061,-2.3,0.03,0,0.4,"Winter","No Holiday","Yes",1
"717",717,"10/12/2017",235,14,4.2,85,0.7,325,1.8,0.65,0,1.4,"Winter","No Holiday","Yes",1
"718",718,"10/12/2017",243,2,0.2,52,0.7,1726,-8.5,0,0,0,"Winter","No Holiday","Yes",1
"719",719,"10/12/2017",280,1,-0.2,54,0.5,1747,-8.4,0,0,0,"Winter","No Holiday","Yes",1
"720",720,"10/12/2017",326,0,-0.2,55,1,1629,-8.1,0,0,0,"Winter","No Holiday","Yes",1
"721",721,"11/1/2018",33,4,-11.5,57,2.3,1899,-18.3,0,0,0,"Winter","No Holiday","Yes",0
"722",722,"11/1/2018",38,3,-11.2,59,2.9,1872,-17.6,0,0,0,"Winter","No Holiday","Yes",0
"723",723,"11/1/2018",42,5,-11.9,61,1.8,1759,-17.9,0,0,0,"Winter","No Holiday","Yes",0
"724",724,"11/1/2018",82,6,-12,61,2.3,1709,-18,0,0,0,"Winter","No Holiday","Yes",0
"725",725,"11/1/2018",89,2,-10.9,57,2.7,1900,-17.7,0,0,0,"Winter","No Holiday","Yes",0
"726",726,"11/1/2018",98,0,-10.3,54,2.4,1988,-17.8,0,0,0,"Winter","No Holiday","Yes",0
"727",727,"11/1/2018",100,1,-10.6,55,2.9,1987,-17.9,0,0,0,"Winter","No Holiday","Yes",0
"728",728,"11/1/2018",119,23,-13.2,51,1.5,1972,-21.2,0,0,0,"Winter","No Holiday","Yes",1
"729",729,"11/1/2018",146,11,-10.2,41,3.5,1629,-20.9,0.84,0,0,"Winter","No Holiday","Yes",1
"730",730,"11/1/2018",152,10,-11.1,46,3.7,1638,-20.4,0.48,0,0,"Winter","No Holiday","Yes",1
"731",731,"11/1/2018",162,21,-12.4,51,2.2,1992,-20.4,0,0,0,"Winter","No Holiday","Yes",1
"732",732,"11/1/2018",172,22,-12.9,52,2.8,2000,-20.7,0,0,0,"Winter","No Holiday","Yes",1
"733",733,"11/1/2018",177,20,-11.6,49,1.8,1953,-20.1,0,0,0,"Winter","No Holiday","Yes",1
"734",734,"11/1/2018",178,13,-8.6,41,3.4,1593,-19.5,1.2,0,0,"Winter","No Holiday","Yes",1
"735",735,"11/1/2018",179,16,-8.2,39,2.8,1807,-19.7,0.63,0,0,"Winter","No Holiday","Yes",1
"736",736,"11/1/2018",181,15,-8.3,42,3.8,1745,-18.9,0.93,0,0,"Winter","No Holiday","Yes",1
"737",737,"11/1/2018",187,12,-8.6,40,2.6,1700,-19.8,1.11,0,0,"Winter","No Holiday","Yes",1
"738",738,"11/1/2018",187,14,-7.4,38,3.3,1718,-19.3,1.15,0,0,"Winter","No Holiday","Yes",1
"739",739,"11/1/2018",203,7,-12.3,59,2.3,1738,-18.6,0,0,0,"Winter","No Holiday","Yes",1
"740",740,"11/1/2018",219,17,-9.3,43,2.8,1900,-19.6,0.28,0,0,"Winter","No Holiday","Yes",1
"741",741,"11/1/2018",227,9,-12,53,2.6,1781,-19.6,0.16,0,0,"Winter","No Holiday","Yes",1
"742",742,"11/1/2018",251,19,-10.9,44,3,2000,-20.7,0,0,0,"Winter","No Holiday","Yes",1
"743",743,"11/1/2018",352,18,-10.4,43,2.3,1985,-20.6,0.02,0,0,"Winter","No Holiday","Yes",1
"744",744,"11/1/2018",443,8,-12.6,61,1.6,1610,-18.5,0,0,0,"Winter","No Holiday","Yes",1
"745",745,"11/2/2018",19,5,-7.8,39,2.8,2000,-19.3,0,0,0,"Winter","No Holiday","Yes",0
"746",746,"11/2/2018",34,4,-7.5,42,2.4,1998,-18.2,0,0,0,"Winter","No Holiday","Yes",0
"747",747,"11/2/2018",39,6,-8.4,33,1.4,1963,-21.8,0,0,0,"Winter","No Holiday","Yes",0
"748",748,"11/2/2018",40,7,-9.2,34,2,1945,-22.2,0,0,0,"Winter","No Holiday","Yes",0
"749",749,"11/2/2018",58,3,-7.2,43,2,2000,-17.6,0,0,0,"Winter","No Holiday","Yes",0
"750",750,"11/2/2018",81,8,-9.4,29,1.9,1967,-24.1,0.03,0,0,"Winter","No Holiday","Yes",0
"751",751,"11/2/2018",91,23,-7,49,3.4,1984,-15.9,0,0,0,"Winter","No Holiday","Yes",0
"752",752,"11/2/2018",93,2,-7,42,1.6,2000,-17.7,0,0,0,"Winter","No Holiday","Yes",0
"753",753,"11/2/2018",95,1,-7,38,2.6,2000,-18.9,0,0,0,"Winter","No Holiday","Yes",0
"754",754,"11/2/2018",103,22,-5.8,57,3.2,1980,-12.9,0,0,0,"Winter","No Holiday","Yes",1
"755",755,"11/2/2018",112,0,-6.9,36,2.1,2000,-19.5,0,0,0,"Winter","No Holiday","Yes",1
"756",756,"11/2/2018",119,21,-5.6,69,2.2,1984,-10.3,0,0,0,"Winter","No Holiday","Yes",1
"757",757,"11/2/2018",126,9,-8.6,28,1.5,1786,-23.8,0.49,0,0,"Winter","No Holiday","Yes",1
"758",758,"11/2/2018",127,20,-5.7,67,2.6,2000,-10.8,0,0,0,"Winter","No Holiday","Yes",1
"759",759,"11/2/2018",130,10,-6.9,21,3.4,1827,-25.6,1.16,0,0,"Winter","No Holiday","Yes",1
"760",760,"11/2/2018",147,19,-5.2,66,3.1,2000,-10.5,0,0,0,"Winter","No Holiday","Yes",1
"761",761,"11/2/2018",150,18,-4.6,56,3.6,2000,-12,0.09,0,0,"Winter","No Holiday","Yes",1
"762",762,"11/2/2018",155,11,-5,25,3.2,1853,-22,1.75,0,0,"Winter","No Holiday","Yes",1
"763",763,"11/2/2018",174,12,-3.9,28,2.9,1921,-19.7,2.12,0,0,"Winter","No Holiday","Yes",1
"764",764,"11/2/2018",175,16,-3.6,36,4.4,2000,-16.5,0.67,0,0,"Winter","No Holiday","Yes",1
"765",765,"11/2/2018",181,15,-2.6,31,2.7,1987,-17.4,1.36,0,0,"Winter","No Holiday","Yes",1
"766",766,"11/2/2018",191,14,-2.2,29,4.1,1983,-17.8,1.93,0,0,"Winter","No Holiday","Yes",1
"767",767,"11/2/2018",198,17,-4.2,47,2.7,2000,-13.8,0.31,0,0,"Winter","No Holiday","Yes",1
"768",768,"11/2/2018",212,13,-2.4,28,3,1953,-18.4,2.35,0,0,"Winter","No Holiday","Yes",1
"769",769,"11/12/2017",44,4,-5.2,35,3.2,2000,-18.3,0,0,0,"Winter","No Holiday","Yes",0
"770",770,"11/12/2017",45,3,-4.7,38,2.4,2000,-16.8,0,0,0,"Winter","No Holiday","Yes",0
"771",771,"11/12/2017",67,2,-4.2,35,3.4,2000,-17.4,0,0,0,"Winter","No Holiday","Yes",0
"772",772,"11/12/2017",86,5,-5.6,38,3.2,1974,-17.6,0,0,0,"Winter","No Holiday","Yes",0
"773",773,"11/12/2017",111,1,-3.4,36,3.8,2000,-16.3,0,0,0,"Winter","No Holiday","Yes",1
"774",774,"11/12/2017",125,0,-2.5,39,3.4,2000,-14.5,0,0,0,"Winter","No Holiday","Yes",1
"775",775,"11/12/2017",136,6,-5.9,39,2.9,1979,-17.6,0,0,0,"Winter","No Holiday","Yes",1
"776",776,"11/12/2017",174,23,-10.7,53,1.2,2000,-18.4,0,0,0,"Winter","No Holiday","Yes",1
"777",777,"11/12/2017",212,10,-5.3,32,4.5,2000,-19.4,0.62,0,0,"Winter","No Holiday","Yes",1
"778",778,"11/12/2017",222,22,-10.2,50,3,2000,-18.6,0,0,0,"Winter","No Holiday","Yes",1
"779",779,"11/12/2017",226,11,-4.7,36,3.8,2000,-17.5,1,0,0,"Winter","No Holiday","Yes",1
"780",780,"11/12/2017",241,13,-5.4,32,5.1,1986,-19.5,1.24,0,0,"Winter","No Holiday","Yes",1
"781",781,"11/12/2017",247,12,-5.2,33,4.6,1973,-19,1.26,0,0,"Winter","No Holiday","Yes",1
"782",782,"11/12/2017",253,14,-5.4,31,4.1,1945,-19.9,1.13,0,0,"Winter","No Holiday","Yes",1
